PID,Final_Radius_nm,fiPEG,fiRNA,Birth_Time,Merge_Count,Num_Ancestors,Num_Parents,Num_Children,Is_Initial
517,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
518,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
519,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
520,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
521,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
522,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
525,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
528,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
529,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
530,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
531,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
532,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
535,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
536,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
537,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
539,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
542,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
543,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
544,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
545,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
546,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
548,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
549,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
550,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
552,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
554,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
555,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
556,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
557,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
561,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
562,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
563,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
564,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
565,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
566,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
567,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
570,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
571,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
572,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
573,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
574,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
575,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
578,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
579,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
580,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
581,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
583,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
584,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
585,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
586,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
587,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
588,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
589,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
590,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
591,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
592,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
593,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
594,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
595,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
597,9.0,0.015,0.0,0.000000e+00,0,0,0,0,True
600,11.3393,0.014999999999999998,0.14695860385991305,0.000000e+00,1,2,2,0,False
602,11.3393,0.014999999999999998,0.06343758974601992,8.766317e-05,1,2,2,0,False
603,11.3393,0.014999999999999998,0.09397223345105088,1.055766e-04,1,2,2,0,False
604,11.3393,0.014999999999999998,0.13944322994060454,1.382876e-04,1,2,2,0,False
605,11.3393,0.014999999999999998,0.13565523737245608,1.435418e-04,1,2,2,0,False
606,11.3393,0.014999999999999998,0.1288196473980923,1.766838e-04,1,2,2,0,False
607,11.3393,0.014999999999999998,0.12404646103269666,2.094772e-04,1,2,2,0,False
